A1CF	6
A2M	17.7679808224855
A2ML1	14
A2MP1	5
A4GALT	1.31565284785094
A4GNT	1.37520890923359
AAAS	4.16139459161698
AACS	7.73543243052214
AACSP1	1
AADAC	7.58379137704117
AADACL2	2.92067028602585
AADACL4	5.27677368220682
AADAT	4.4777786304928
AAGAB	1.71453611246226
AAK1	20.1024205930424
AANAT	2
AAR2	1
AARS	14.7254643553835
AARS2	7.96407701112161
AARSD1	4
AASDH	9.24005496730106
AASDHPPT	5
AASS	9.67800225015973
AATF	4.81130919632771
AATK	7.74176506117358
AATK-AS1	1
ABAT	13.164729516454
ABCA1	21.2123228674989
ABCA10	31.7735878691343
ABCA11P	15.6693769510282
ABCA12	27.7734169294354
ABCA13	67.3781576000429
ABCA2	7
ABCA3	22.3074015884612
ABCA4	28.7629946833202
ABCA5	23.6195132552958
ABCA6	34.5231540623329
ABCA7	14.3185493177624
ABCA8	41.171387073452
ABCA9	32.923540467651
ABCB1	35.9465500722988
ABCB10	13.5439090106318
ABCB11	23.968844655464
ABCB4	18.1240671256156
ABCB5	14.9190111013819
ABCB6	8
ABCB7	13.9834770932298
ABCB8	15.49250944164
ABCB9	3.00682710362983
ABCC1	17.344355517261
ABCC10	10.9400849074909
ABCC11	9
ABCC12	20.7776667073759
ABCC2	12.3476017909595
ABCC3	11.5307500260362
ABCC4	14
ABCC5	19.233198954891
ABCC6	17.7116955194346
ABCC8	17
ABCC9	24.0933348198272
ABCD1	6.77125137806678
ABCD2	6.74214716644741
ABCD3	8.11062459144954
ABCD4	5.36231513883597
ABCE1	7
ABCF1	17.3069854605042
ABCF2	10.7062323309024
ABCF3	9.28260469829556
ABCG1	12.3255652499232
ABCG2	3.68108984040471
ABCG4	10
ABCG5	3
ABCG8	6.64835512570509
ABHD1	3.04538818401678
ABHD10	2
ABHD11	3.33544187926099
ABHD12	7.46158985253027
ABHD13	6.04883357083681
ABHD14A	1.30814918230256
ABHD15	2.72138005717702
ABHD16A	4
ABHD16B	2
ABHD2	8.47655058633718
ABHD3	1.50475751502309
ABHD4	2.63368303179099
ABHD5	1.48944756091077
ABHD6	6.55702305088106
ABHD8	2.87734797843674
ABI1	4
ABI2	4.03229274325535
ABI3	1
ABI3BP	18.0774104209772
ABL1	11.8074690398494
ABL2	10.5694869612237
ABLIM1	9.72034443708466
